,Admin,State,Lat,Longt,Population,Date,Deaths
2657,Marshall,Tennessee,35.45798777,-86.76420988,34375,2020-09-23,5
2658,Maury,Tennessee,35.618741299999996,-87.07462444,96387,2020-09-23,23
2659,McMinn,Tennessee,35.42812616,-84.61520715,53794,2020-09-23,24
2660,McNairy,Tennessee,35.17468549,-88.5647812,25694,2020-09-23,18
2661,Meigs,Tennessee,35.51558739,-84.81482914,12422,2020-09-23,3
2662,Monroe,Tennessee,35.44550387,-84.24902965,46545,2020-09-23,17
2663,Montgomery,Tennessee,36.49609412,-87.38550661,208993,2020-09-23,43
2664,Moore,Tennessee,35.27724699,-86.36230578,6488,2020-09-23,1
2665,Morgan,Tennessee,36.13248031,-84.64880098,21403,2020-09-23,3
2666,Obion,Tennessee,36.35732446,-89.14921589,30069,2020-09-23,9
2667,Out of TN,Tennessee,0.0,0.0,0,2020-09-23,25
2668,Overton,Tennessee,36.34117832,-85.28989535,22241,2020-09-23,5
2669,Perry,Tennessee,35.63708728,-87.86139634,8076,2020-09-23,0
2670,Pickett,Tennessee,36.55606529,-85.07763299999999,5048,2020-09-23,2
2671,Polk,Tennessee,35.12245443,-84.52075859,16832,2020-09-23,10
2672,Putnam,Tennessee,36.14005459,-85.50646123,80245,2020-09-23,38
2673,Rhea,Tennessee,35.60536161,-84.93076643,33167,2020-09-23,11
2674,Roane,Tennessee,35.84923189,-84.52458689,53382,2020-09-23,3
2675,Robertson,Tennessee,36.52454807,-86.87346725,71813,2020-09-23,35
2676,Rutherford,Tennessee,35.84591405,-86.4107263,332285,2020-09-23,88
2677,Scott,Tennessee,36.42325673,-84.50360494,22068,2020-09-23,2
2678,Sequatchie,Tennessee,35.36979721,-85.41022136,15026,2020-09-23,2
2679,Sevier,Tennessee,35.78077323,-83.52244332,98250,2020-09-23,15
2680,Shelby,Tennessee,35.1864775,-89.89692423,937166,2020-09-23,449
2681,Smith,Tennessee,36.25359775,-85.95411046,20157,2020-09-23,10
2682,Stewart,Tennessee,36.50235092,-87.83920548,13715,2020-09-23,2
2683,Sullivan,Tennessee,36.51240691,-82.30412917,158348,2020-09-23,32
2684,Sumner,Tennessee,36.46824103,-86.45917204,191283,2020-09-23,93
2685,Tipton,Tennessee,35.501942,-89.73694895,61599,2020-09-23,17
2686,Trousdale,Tennessee,36.39026213,-86.16087954,11284,2020-09-23,7
2687,Unassigned,Tennessee,0.0,0.0,0,2020-09-23,6
2688,Unicoi,Tennessee,36.10890856,-82.43709629,17883,2020-09-23,1
2689,Union,Tennessee,36.28590426,-83.83651902,19972,2020-09-23,1
2690,Van Buren,Tennessee,35.69864497,-85.45221699,5872,2020-09-23,0
2691,Warren,Tennessee,35.672829899999996,-85.77969117,41277,2020-09-23,7
2692,Washington,Tennessee,36.29472368,-82.49454720000001,129375,2020-09-23,34
2693,Wayne,Tennessee,35.23868267,-87.78644456,16673,2020-09-23,6
2694,Weakley,Tennessee,36.29896232,-88.71990865,33328,2020-09-23,19
2695,White,Tennessee,35.92929884,-85.45591799,27345,2020-09-23,9
2696,Williamson,Tennessee,35.89099229,-86.89281867,238412,2020-09-23,36
2697,Wilson,Tennessee,36.15496772,-86.29775884,144657,2020-09-23,43
2698,Anderson,Texas,31.81534745,-95.65354823,57735,2020-09-23,31
2699,Andrews,Texas,32.30468633,-102.63765479999999,18705,2020-09-23,8
2700,Angelina,Texas,31.25457347,-94.60901487,86715,2020-09-23,80
2701,Aransas,Texas,28.10556197,-96.9995047,23510,2020-09-23,18
2702,Archer,Texas,33.61569967,-98.68754589,8553,2020-09-23,1
2703,Armstrong,Texas,34.96507426,-101.35748740000001,1887,2020-09-23,1
2704,Atascosa,Texas,28.89333001,-98.52730485,51153,2020-09-23,30
2705,Austin,Texas,29.88548725,-96.27736949,30032,2020-09-23,9
2706,Bailey,Texas,34.06854817,-102.8299707,7000,2020-09-23,5
2707,Bandera,Texas,29.74619598,-99.24598147,23112,2020-09-23,8
2708,Bastrop,Texas,30.10370699,-97.31206354,88723,2020-09-23,29
2709,Baylor,Texas,33.61640794,-99.21352901,3509,2020-09-23,0
2710,Bee,Texas,28.41761668,-97.74215593,32565,2020-09-23,30
2711,Bell,Texas,31.03736027,-97.4785025,362924,2020-09-23,84
2712,Bexar,Texas,29.44928723,-98.52019748,2003554,2020-09-23,1264
2713,Blanco,Texas,30.26640707,-98.3999852,11931,2020-09-23,5
2714,Borden,Texas,32.74363984,-101.43165090000001,654,2020-09-23,0
2715,Bosque,Texas,31.89978581,-97.63613524,18685,2020-09-23,6
2716,Bowie,Texas,33.44626922,-94.41834132,93245,2020-09-23,50
2717,Brazoria,Texas,29.18757369,-95.44563172,374264,2020-09-23,161
2718,Brazos,Texas,30.663644800000004,-96.30205577,229211,2020-09-23,62
2719,Brewster,Texas,29.81008251,-103.25203259999999,9203,2020-09-23,2
2720,Briscoe,Texas,34.53026962,-101.2084947,1546,2020-09-23,1
2721,Brooks,Texas,27.03103197,-98.21808402,7093,2020-09-23,22
2722,Brown,Texas,31.77430356,-98.99907113,37864,2020-09-23,23
2723,Burleson,Texas,30.49273808,-96.62158484,18443,2020-09-23,6
2724,Burnet,Texas,30.78801353,-98.181887,48155,2020-09-23,12
2725,Caldwell,Texas,29.83668859,-97.61814775,43664,2020-09-23,35
2726,Calhoun,Texas,28.47048236,-96.61633945,21290,2020-09-23,7
2727,Callahan,Texas,32.29760619,-99.37326312,13943,2020-09-23,3
2728,Cameron,Texas,26.14524221,-97.48140372,423163,2020-09-23,886
2729,Camp,Texas,32.97195142,-94.97790104,13094,2020-09-23,11
2730,Carson,Texas,35.40365929,-101.35426690000001,5926,2020-09-23,0
2731,Cass,Texas,33.07499881,-94.34646905,30026,2020-09-23,15
2732,Castro,Texas,34.53016752,-102.2617243,7530,2020-09-23,5
2733,Chambers,Texas,29.70972016,-94.67154501,43837,2020-09-23,8
2734,Cherokee,Texas,31.837258000000002,-95.16559897,52646,2020-09-23,28
2735,Childress,Texas,34.529304100000004,-100.2077916,7306,2020-09-23,0
2736,Clay,Texas,33.78686685,-98.20771198,10471,2020-09-23,1
2737,Cochran,Texas,33.60425307,-102.82844990000001,2853,2020-09-23,1
2738,Coke,Texas,31.88911733,-100.5297533,3387,2020-09-23,3
2739,Coleman,Texas,31.76736834,-99.45240766,8175,2020-09-23,3
2740,Collin,Texas,33.18820114,-96.57264368,1034730,2020-09-23,141
2741,Collingsworth,Texas,34.96489496,-100.27001109999999,2920,2020-09-23,0
2742,Colorado,Texas,29.622097999999998,-96.5273805,21493,2020-09-23,4
2743,Comal,Texas,29.80811278,-98.27647225,156209,2020-09-23,102
2744,Comanche,Texas,31.94854689,-98.55876441,13635,2020-09-23,3
2745,Concho,Texas,31.32635934,-99.86473038,2726,2020-09-23,2
2746,Cooke,Texas,33.63979567,-97.21240912,41257,2020-09-23,5
2747,Coryell,Texas,31.39078397,-97.79936155,75951,2020-09-23,12
2748,Cottle,Texas,34.07783319,-100.27850620000001,1398,2020-09-23,2
2749,Crane,Texas,31.43052248,-102.5143314,4797,2020-09-23,2
2750,Crockett,Texas,30.72367027,-101.4134238,3464,2020-09-23,6
2751,Crosby,Texas,33.61431553,-101.30003640000001,5737,2020-09-23,3
2752,Culberson,Texas,31.44506775,-104.5185739,2171,2020-09-23,2
2753,Dallam,Texas,36.27787176,-102.60207249999999,7287,2020-09-23,9
2754,Dallas,Texas,32.76670599,-96.77796049999999,2635516,2020-09-23,1106
2755,Dawson,Texas,32.74255572,-101.94772420000001,12728,2020-09-23,9
2756,DeWitt,Texas,29.08101855,-97.35681170000001,20160,2020-09-23,33
2757,Deaf Smith,Texas,34.96522957,-102.6054267,18546,2020-09-23,21
2758,Delta,Texas,33.38570922,-95.66921122,5331,2020-09-23,0
2759,Denton,Texas,33.20521901,-97.11691153,887207,2020-09-23,151
2760,Dickens,Texas,33.61616822,-100.7788855,2211,2020-09-23,2
2761,Dimmit,Texas,28.42270064,-99.75645095,10124,2020-09-23,7
2762,Donley,Texas,34.96517499,-100.8140093,3278,2020-09-23,1
2763,Duval,Texas,27.68184592,-98.50864568,11157,2020-09-23,14
2764,Eastland,Texas,32.32743996,-98.83243566,18360,2020-09-23,3
2765,Ector,Texas,31.86898877,-102.54294279999999,166223,2020-09-23,96
2766,Edwards,Texas,29.98202582,-100.304252,1932,2020-09-23,1
2767,El Paso,Texas,31.76980765,-106.23632749999999,839238,2020-09-23,510
2768,Ellis,Texas,32.34894117,-96.79371841,184826,2020-09-23,67
2769,Erath,Texas,32.23602653,-98.21773417,42698,2020-09-23,12
2770,Falls,Texas,31.25350609,-96.93630086,17297,2020-09-23,5
2771,Fannin,Texas,33.59564294,-96.10751083,35514,2020-09-23,14
2772,Fayette,Texas,29.87788372,-96.92076062,25346,2020-09-23,18
2773,Fisher,Texas,32.74281316,-100.40193020000001,3830,2020-09-23,3
2774,Floyd,Texas,34.07227468,-101.3031546,5712,2020-09-23,9
2775,Foard,Texas,33.97308618,-99.7767797,1155,2020-09-23,0
2776,Fort Bend,Texas,29.52704478,-95.77219463,811688,2020-09-23,282
2777,Franklin,Texas,33.17653242,-95.21917243,10725,2020-09-23,6
2778,Freestone,Texas,31.70422788,-96.15072516,19717,2020-09-23,2
2779,Frio,Texas,28.86751206,-99.10804207,20306,2020-09-23,9
2780,Gaines,Texas,32.74055318,-102.6353295,21492,2020-09-23,8
2781,Galveston,Texas,29.40167322,-94.90469073,342139,2020-09-23,153
2782,Garza,Texas,33.17969345,-101.2984114,6229,2020-09-23,4
2783,Gillespie,Texas,30.31824095,-98.94676915,26988,2020-09-23,10
2784,Glasscock,Texas,31.86942909,-101.5207776,1409,2020-09-23,0
2785,Goliad,Texas,28.65696592,-97.42760647,7658,2020-09-23,6
2786,Gonzales,Texas,29.45634206,-97.49424032,20837,2020-09-23,17
2787,Gray,Texas,35.40081878,-100.8129222,21886,2020-09-23,5
2788,Grayson,Texas,33.62744998,-96.67753461,136212,2020-09-23,37
2789,Gregg,Texas,32.47940482,-94.81591935,123945,2020-09-23,61
2790,Grimes,Texas,30.54579585,-95.98902499,28880,2020-09-23,31
2791,Guadalupe,Texas,29.58165339,-97.94786822,166847,2020-09-23,76
2792,Hale,Texas,34.07044901,-101.82681140000001,33406,2020-09-23,53
2793,Hall,Texas,34.5307555,-100.68138520000001,2964,2020-09-23,1
2794,Hamilton,Texas,31.70470573,-98.11083887,8461,2020-09-23,4
2795,Hansford,Texas,36.27743284,-101.3545796,5399,2020-09-23,4
2796,Hardeman,Texas,34.28944521,-99.74632408,3933,2020-09-23,0
2797,Hardin,Texas,30.33364686,-94.38931817,57602,2020-09-23,29
2798,Harris,Texas,29.85864939,-95.39339521,4713325,2020-09-23,2535
2799,Harrison,Texas,32.54935988,-94.36934071,66553,2020-09-23,31
2800,Hartley,Texas,35.84008013,-102.6029022,5576,2020-09-23,0
2801,Haskell,Texas,33.17823584,-99.73037358,5658,2020-09-23,2
2802,Hays,Texas,30.05669873,-98.02944344,230191,2020-09-23,60
2803,Hemphill,Texas,35.83764858,-100.2703577,3819,2020-09-23,0
2804,Henderson,Texas,32.21128872,-95.85846587,82737,2020-09-23,23
2805,Hidalgo,Texas,26.39418217,-98.18299696,868707,2020-09-23,1588
2806,Hill,Texas,31.99045053,-97.13423143,36649,2020-09-23,13
2807,Hockley,Texas,33.60771256,-102.3431676,23021,2020-09-23,8
2808,Hood,Texas,32.42990927,-97.83242024,61643,2020-09-23,26
2809,Hopkins,Texas,33.14875072,-95.56351139,37084,2020-09-23,8
2810,Houston,Texas,31.31925973,-95.42226208,22968,2020-09-23,10
2811,Howard,Texas,32.30621324,-101.4356444,36664,2020-09-23,12
2812,Hudspeth,Texas,31.45628381,-105.388178,4886,2020-09-23,3
2813,Hunt,Texas,33.12351514,-96.08551032,98594,2020-09-23,36
2814,Hutchinson,Texas,35.84006574,-101.3546643,20938,2020-09-23,4
2815,Irion,Texas,31.30375559,-100.982439,1536,2020-09-23,0
2816,Jack,Texas,33.23377248,-98.17283469,8935,2020-09-23,2
2817,Jackson,Texas,28.95472367,-96.57749563,14760,2020-09-23,15
2818,Jasper,Texas,30.74685667,-94.02667579,35529,2020-09-23,25
2819,Jeff Davis,Texas,30.71490589,-104.1399973,2274,2020-09-23,0
2820,Jefferson,Texas,29.8832777,-94.16434171,251565,2020-09-23,132
2821,Jim Hogg,Texas,27.04453923,-98.69681870000001,5200,2020-09-23,3
2822,Jim Wells,Texas,27.73103938,-98.0904705,40482,2020-09-23,35
2823,Johnson,Texas,32.37877812,-97.36615819,175817,2020-09-23,49
2824,Jones,Texas,32.73997145,-99.87861576,20083,2020-09-23,0
2825,Karnes,Texas,28.90705334,-97.85960149,15601,2020-09-23,16
2826,Kaufman,Texas,32.599141700000004,-96.28734728,136154,2020-09-23,47
2827,Kendall,Texas,29.94414155,-98.7113588,47431,2020-09-23,7
2828,Kenedy,Texas,26.92601662,-97.66413984,404,2020-09-23,2
2829,Kent,Texas,33.18104136,-100.7780939,762,2020-09-23,0
2830,Kerr,Texas,30.06040006,-99.34930144,52600,2020-09-23,10
2831,Kimble,Texas,30.48678918,-99.74856473,4337,2020-09-23,1
2832,King,Texas,33.61643847,-100.2558057,272,2020-09-23,0
2833,Kinney,Texas,29.34967888,-100.41866379999999,3667,2020-09-23,1
2834,Kleberg,Texas,27.42435506,-97.69894948,30680,2020-09-23,41
2835,Knox,Texas,33.60519951,-99.74229059999999,3664,2020-09-23,8
2836,La Salle,Texas,28.34453111,-99.09908775,7520,2020-09-23,11
2837,Lamar,Texas,33.66981763,-95.57404777,49859,2020-09-23,31
2838,Lamb,Texas,34.06859623,-102.35162890000001,12893,2020-09-23,21
2839,Lampasas,Texas,31.19531316,-98.24206613,21428,2020-09-23,8
2840,Lavaca,Texas,29.38508402,-96.93186692,20154,2020-09-23,35
2841,Lee,Texas,30.31120597,-96.97045773,17239,2020-09-23,14
2842,Leon,Texas,31.29872538,-95.9936328,17404,2020-09-23,6
2843,Liberty,Texas,30.15152688,-94.81205615,88219,2020-09-23,49
2844,Limestone,Texas,31.5454767,-96.58095444,23437,2020-09-23,11
2845,Lipscomb,Texas,36.27783108,-100.27331509999999,3233,2020-09-23,0
2846,Live Oak,Texas,28.35101362,-98.1246786,12207,2020-09-23,8
2847,Llano,Texas,30.70645047,-98.68475262,21795,2020-09-23,2
2848,Loving,Texas,31.84947612,-103.5818571,169,2020-09-23,0
2849,Lubbock,Texas,33.61008596,-101.82047890000001,310569,2020-09-23,119
2850,Lynn,Texas,33.17657705,-101.8162849,5951,2020-09-23,5
2851,Madison,Texas,30.96694679,-95.93003775,14284,2020-09-23,6
2852,Marion,Texas,32.79868409,-94.35661230000001,9854,2020-09-23,14
2853,Martin,Texas,32.30600051,-101.9513518,5771,2020-09-23,6
2854,Mason,Texas,30.71780434,-99.22629416,4274,2020-09-23,2
2855,Matagorda,Texas,28.81955746,-96.01230294,36643,2020-09-23,44
2856,Maverick,Texas,28.7429195,-100.3157686,58722,2020-09-23,114
2857,McCulloch,Texas,31.1925468,-99.34682807,7984,2020-09-23,3
2858,McLennan,Texas,31.55255453,-97.20217694,256623,2020-09-23,100
2859,McMullen,Texas,28.35251708,-98.56769164,743,2020-09-23,0
2860,Medina,Texas,29.355730100000002,-99.11030298,51584,2020-09-23,45
2861,Menard,Texas,30.88990665,-99.82047940000001,2138,2020-09-23,0
2862,Midland,Texas,31.86904128,-102.03156820000001,176832,2020-09-23,82
2863,Milam,Texas,30.785818300000003,-96.97718698,24823,2020-09-23,5
2864,Mills,Texas,31.49557106,-98.59272068,4873,2020-09-23,0
2865,Mitchell,Texas,32.30623474,-100.9212058,8545,2020-09-23,1
2866,Montague,Texas,33.67521893,-97.72500958,19818,2020-09-23,3
2867,Montgomery,Texas,30.30079133,-95.50572772,607391,2020-09-23,157
2868,Moore,Texas,35.83769242,-101.8930281,20940,2020-09-23,20
2869,Morris,Texas,33.11304005,-94.73255695,12388,2020-09-23,3
2870,Motley,Texas,34.07408766,-100.77972199999999,1200,2020-09-23,0
2871,Nacogdoches,Texas,31.62017125,-94.61803994,65204,2020-09-23,61
2872,Navarro,Texas,32.04620681,-96.47428766,50113,2020-09-23,26
2873,Newton,Texas,30.78548982,-93.74408813,13595,2020-09-23,10
2874,Nolan,Texas,32.30365282,-100.4060208,14714,2020-09-23,5
2875,Nueces,Texas,27.736286,-97.5433285,362294,2020-09-23,407
2876,Ochiltree,Texas,36.27829105,-100.8158184,9836,2020-09-23,5
2877,Oldham,Texas,35.40425596,-102.6027606,2112,2020-09-23,1
2878,Orange,Texas,30.11879481,-93.89412775,83396,2020-09-23,41
2879,Out of TX,Texas,0.0,0.0,0,2020-09-23,0
2880,Palo Pinto,Texas,32.75310985,-98.31319001,29189,2020-09-23,15
2881,Panola,Texas,32.163959600000005,-94.30552481,23194,2020-09-23,25
2882,Parker,Texas,32.77757172,-97.80500621,142878,2020-09-23,31
2883,Parmer,Texas,34.52993409,-102.78446679999999,9605,2020-09-23,7
2884,Pecos,Texas,30.78097267,-102.72412609999999,15823,2020-09-23,5
2885,Polk,Texas,30.79472531,-94.82766240000001,51353,2020-09-23,22
2886,Potter,Texas,35.40133773,-101.893964,117415,2020-09-23,62
2887,Presidio,Texas,29.99954402,-104.24080790000001,6704,2020-09-23,6
2888,Rains,Texas,32.87109387,-95.79232691,12514,2020-09-23,3
2889,Randall,Texas,34.96585996,-101.8971322,137713,2020-09-23,38
2890,Reagan,Texas,31.36607041,-101.52326590000001,3849,2020-09-23,6
2891,Real,Texas,29.83321503,-99.82018052,3452,2020-09-23,7
2892,Red River,Texas,33.61886692,-95.04841765,12023,2020-09-23,14
2893,Reeves,Texas,31.32323325,-103.69038959999999,15976,2020-09-23,6
2894,Refugio,Texas,28.323897600000002,-97.15766311,6948,2020-09-23,14
2895,Roberts,Texas,35.83809685,-100.813175,854,2020-09-23,0
2896,Robertson,Texas,31.02539637,-96.51272246,17074,2020-09-23,4
2897,Rockwall,Texas,32.89779518,-96.40771592,104915,2020-09-23,25
2898,Runnels,Texas,31.8314342,-99.97616148,10264,2020-09-23,5
2899,Rusk,Texas,32.10773545,-94.76176432,54406,2020-09-23,10
2900,Sabine,Texas,31.34318809,-93.85440451,10542,2020-09-23,8
2901,San Augustine,Texas,31.39457611,-94.17000399,8237,2020-09-23,15
2902,San Jacinto,Texas,30.57933681,-95.16260304,28859,2020-09-23,9
2903,San Patricio,Texas,28.00880118,-97.51763891,66730,2020-09-23,72
2904,San Saba,Texas,31.1577796,-98.81758731,6055,2020-09-23,0
2905,Schleicher,Texas,30.89740592,-100.5384842,2793,2020-09-23,2
2906,Scurry,Texas,32.74613808,-100.91626640000001,16703,2020-09-23,3
2907,Shackelford,Texas,32.73587756,-99.35401337,3265,2020-09-23,0
2908,Shelby,Texas,31.79211404,-94.14550696,25274,2020-09-23,27
2909,Sherman,Texas,36.27751473,-101.8933156,3022,2020-09-23,0
2910,Smith,Texas,32.37474036,-95.27175679999999,232751,2020-09-23,97
2911,Somervell,Texas,32.22236802,-97.77403489,9128,2020-09-23,5
2912,Starr,Texas,26.56150059,-98.73892358,64633,2020-09-23,159
2913,Stephens,Texas,32.73553157,-98.83631615,9366,2020-09-23,4
2914,Sterling,Texas,31.82781912,-101.05007459999999,1291,2020-09-23,0
2915,Stonewall,Texas,33.17906744,-100.25384009999999,1350,2020-09-23,1
2916,Sutton,Texas,30.49856623,-100.5382014,3776,2020-09-23,3
2917,Swisher,Texas,34.53028891,-101.73491740000001,7397,2020-09-23,3
2918,Tarrant,Texas,32.77143818,-97.29101614,2102515,2020-09-23,698
2919,Taylor,Texas,32.30163422,-99.89007449,138034,2020-09-23,52
2920,Terrell,Texas,30.22429013,-102.0766732,776,2020-09-23,0
2921,Terry,Texas,33.17402785,-102.3354521,12337,2020-09-23,4
2922,Throckmorton,Texas,33.17751417,-99.21226795,1501,2020-09-23,2
2923,Titus,Texas,33.21339719,-94.96797273,32750,2020-09-23,28
2924,Tom Green,Texas,31.40464436,-100.46244300000001,119200,2020-09-23,64
2925,Travis,Texas,30.33432034,-97.78535620000001,1273954,2020-09-23,417
2926,Trinity,Texas,31.0879489,-95.1367187,14651,2020-09-23,7
2927,Tyler,Texas,30.77031716,-94.37690895,21672,2020-09-23,4
2928,Unassigned,Texas,0.0,0.0,0,2020-09-23,0
2929,Upshur,Texas,32.73706798,-94.93999853,41753,2020-09-23,10
2930,Upton,Texas,31.36868194,-102.0423217,3657,2020-09-23,2
2931,Uvalde,Texas,29.35739637,-99.76229172,26741,2020-09-23,31
2932,Val Verde,Texas,29.89149232,-101.1525205,49025,2020-09-23,100
2933,Van Zandt,Texas,32.56483801,-95.83766469,56590,2020-09-23,19
2934,Victoria,Texas,28.79780988,-96.96813006,92084,2020-09-23,95
2935,Walker,Texas,30.73872995,-95.57440968,72971,2020-09-23,56
2936,Waller,Texas,30.01058447,-95.99011759,55246,2020-09-23,13
2937,Ward,Texas,31.50999644,-103.09279090000001,11998,2020-09-23,1
2938,Washington,Texas,30.21498498,-96.40946246,35882,2020-09-23,48
2939,Webb,Texas,27.7610369,-99.33237355,276652,2020-09-23,297
2940,Wharton,Texas,29.27765923,-96.22319248,41556,2020-09-23,50
2941,Wheeler,Texas,35.40114335,-100.26995140000001,5056,2020-09-23,0
2942,Wichita,Texas,33.98842886,-98.70410340000001,132230,2020-09-23,22
2943,Wilbarger,Texas,34.07945812,-99.24178437,12769,2020-09-23,2
2944,Willacy,Texas,26.47411727,-97.61535848,21358,2020-09-23,48
2945,Williamson,Texas,30.64655664,-97.60048540000001,590551,2020-09-23,142
2946,Wilson,Texas,29.1732598,-98.08693082,51070,2020-09-23,26
2947,Winkler,Texas,31.85008651,-103.04851629999999,8010,2020-09-23,2
2948,Wise,Texas,33.21570665,-97.65460265,69984,2020-09-23,13
2949,Wood,Texas,32.78722382,-95.38236368,45539,2020-09-23,21
2950,Yoakum,Texas,33.17320212,-102.82764329999999,8713,2020-09-23,5
2951,Young,Texas,33.17659707,-98.68790885,18010,2020-09-23,6
2952,Zapata,Texas,27.00156391,-99.16987152,14179,2020-09-23,6
2953,Zavala,Texas,28.86617238,-99.76050829,11840,2020-09-23,16
2954,Bear River,Utah,41.52106798,-113.08328159999999,0,2020-09-23,11
2955,Beaver,Utah,38.35657051,-113.2342232,6710,2020-09-23,0
2956,Box Elder,Utah,41.52106798,-113.08328159999999,56046,2020-09-23,0
2957,Cache,Utah,41.72330587,-111.74436670000001,128289,2020-09-23,0
2958,Carbon,Utah,39.64834818,-110.58725120000001,20463,2020-09-23,0
2959,Central Utah,Utah,39.37231946,-111.5758676,0,2020-09-23,3
2960,Daggett,Utah,40.88798265,-109.51210929999999,950,2020-09-23,0
2961,Davis,Utah,40.99001837,-112.1139997,355481,2020-09-23,28
2962,Duchesne,Utah,40.29772254,-110.42523700000001,19938,2020-09-23,0
2963,Emery,Utah,38.99617072,-110.70139579999999,10012,2020-09-23,0
2964,Garfield,Utah,37.85447192,-111.4418764,5051,2020-09-23,0
2965,Grand,Utah,38.98103848,-109.5704487,9754,2020-09-23,0
2966,Iron,Utah,37.859036200000006,-113.28973810000001,54839,2020-09-23,0
2967,Juab,Utah,39.70208397,-112.78092450000001,12017,2020-09-23,0
2968,Kane,Utah,37.28507306,-111.88617520000001,7886,2020-09-23,0
2969,Millard,Utah,39.0729209,-113.1020328,13188,2020-09-23,0
2970,Morgan,Utah,41.08830262,-111.5727723,12124,2020-09-23,0
2971,Out of UT,Utah,0.0,0.0,0,2020-09-23,0
2972,Piute,Utah,38.33815254,-112.1249591,1479,2020-09-23,0
2973,Rich,Utah,41.63137678,-111.2445105,2483,2020-09-23,0
2974,Salt Lake,Utah,40.66616532,-111.92160109999999,1160437,2020-09-23,248
2975,San Juan,Utah,37.62762978,-109.80337140000002,15308,2020-09-23,29
2976,Sanpete,Utah,39.37231946,-111.5758676,30939,2020-09-23,0
2977,Sevier,Utah,38.74837146,-111.8050275,21620,2020-09-23,0
2978,Southeast Utah,Utah,38.99617072,-110.70139579999999,0,2020-09-23,1
2979,Southwest Utah,Utah,37.85447192,-111.4418764,0,2020-09-23,30
2980,Summit,Utah,40.86688146,-110.9535882,42145,2020-09-23,1
2981,Tooele,Utah,40.44862644,-113.12957150000001,72259,2020-09-23,0
2982,TriCounty,Utah,40.12491499,-109.5174415,0,2020-09-23,2
2983,Uintah,Utah,40.12491499,-109.5174415,35734,2020-09-23,0
2984,Unassigned,Utah,0.0,0.0,0,2020-09-23,0
2985,Utah,Utah,40.116672200000004,-111.66576620000001,636235,2020-09-23,54
2986,Wasatch,Utah,40.33110236,-111.1691419,34091,2020-09-23,7
2987,Washington,Utah,37.28003525,-113.504698,177556,2020-09-23,0
2988,Wayne,Utah,38.32335822,-110.9096801,2711,2020-09-23,0
2989,Weber,Utah,41.27116049,-111.9145117,260213,2020-09-23,0
2990,Weber-Morgan,Utah,41.27116049,-111.9145117,0,2020-09-23,30
2991,Addison,Vermont,44.03217337,-73.14130877,36777,2020-09-23,2
2992,Bennington,Vermont,43.03519828,-73.09048868,35470,2020-09-23,1
2993,Caledonia,Vermont,44.46548598,-72.10314651,29993,2020-09-23,0
2994,Chittenden,Vermont,44.46322849,-73.08359212,163774,2020-09-23,39
2995,Essex,Vermont,44.72736416,-71.73579864,6163,2020-09-23,0
2996,Franklin,Vermont,44.85627605,-72.91249563,49402,2020-09-23,7
2997,Grand Isle,Vermont,44.797582399999996,-73.29679772,7235,2020-09-23,0
2998,Lamoille,Vermont,44.60353043,-72.64356694,25362,2020-09-23,1
2999,Orange,Vermont,44.00470222,-72.37640104,28892,2020-09-23,0
3000,Orleans,Vermont,44.82964024,-72.24562697,27037,2020-09-23,0
3001,Out of VT,Vermont,0.0,0.0,0,2020-09-23,0
3002,Rutland,Vermont,43.57723578,-73.03741676,58191,2020-09-23,1
3003,Unassigned,Vermont,0.0,0.0,0,2020-09-23,0
3004,Washington,Vermont,44.27343241,-72.61604978,58409,2020-09-23,2
3005,Windham,Vermont,42.986982,-72.71268875,42222,2020-09-23,3
3006,Windsor,Vermont,43.58010937,-72.58595157,55062,2020-09-23,2
3007,,Virgin Islands,18.3358,-64.8963,107268,2020-09-23,19
3008,Accomack,Virginia,37.76707161,-75.63234615,32316,2020-09-23,19
3009,Albemarle,Virginia,38.02080697,-78.55481085,109330,2020-09-23,21
3010,Alexandria,Virginia,38.814003,-77.08183073,159428,2020-09-23,68
3011,Alleghany,Virginia,37.78636074,-80.00222498,14860,2020-09-23,4
3012,Amelia,Virginia,37.34081025,-77.98584649,13145,2020-09-23,5
3013,Amherst,Virginia,37.60308293,-79.14548696,31605,2020-09-23,4
3014,Appomattox,Virginia,37.37569884,-78.81340003,15911,2020-09-23,3
3015,Arlington,Virginia,38.8767675,-77.10139853,236842,2020-09-23,148
3016,Augusta,Virginia,38.16404586,-79.12461614,75558,2020-09-23,7
3017,Bath,Virginia,38.05852573,-79.73912095,4147,2020-09-23,0
3018,Bedford,Virginia,37.3080028,-79.5281964,78997,2020-09-23,12
3019,Bland,Virginia,37.13128068,-81.13599391,6280,2020-09-23,4
3020,Botetourt,Virginia,37.55531756,-79.80982182,33419,2020-09-23,10
3021,Bristol,Virginia,36.616302399999995,-82.16359122,16762,2020-09-23,3
3022,Brunswick,Virginia,36.76366949,-77.8593436,16231,2020-09-23,4
3023,Buchanan,Virginia,37.26818323,-82.03749726,21004,2020-09-23,2
3024,Buckingham,Virginia,37.57242268,-78.52518834,17148,2020-09-23,9
3025,Buena Vista,Virginia,37.73484642,-79.35296097,6478,2020-09-23,1
3026,Campbell,Virginia,37.20553386,-79.09678609,54885,2020-09-23,4
3027,Caroline,Virginia,38.02679129,-77.34901405,30725,2020-09-23,5
