,index,Confirmed,Deaths,clusters,cluster
2856,2856,3652,114,0,pink
2857,2857,148,3,0,pink
2858,2858,7626,100,0,pink
2859,2859,23,0,0,pink
2860,2860,1192,45,0,pink
2861,2861,26,0,0,pink
2862,2862,3636,82,0,pink
2863,2863,488,5,0,pink
2864,2864,59,0,0,pink
2865,2865,86,1,0,pink
2866,2866,171,3,0,pink
2867,2867,10747,157,0,pink
2868,2868,1158,20,0,pink
2869,2869,183,3,0,pink
2870,2870,7,0,0,pink
2871,2871,1533,61,0,pink
2872,2872,1249,26,0,pink
2873,2873,178,10,0,pink
2874,2874,222,5,0,pink
2875,2875,20270,407,2,dark purple
2876,2876,133,5,0,pink
2877,2877,16,1,0,pink
2878,2878,1921,41,0,pink
2879,2879,0,0,0,pink
2880,2880,538,15,0,pink
2881,2881,376,25,0,pink
2882,2882,1909,31,0,pink
2883,2883,417,7,0,pink
2884,2884,364,5,0,pink
2885,2885,838,22,0,pink
2886,2886,4707,62,0,pink
2887,2887,96,6,0,pink
2888,2888,67,3,0,pink
2889,2889,2722,38,0,pink
2890,2890,87,6,0,pink
2891,2891,118,7,0,pink
2892,2892,160,14,0,pink
2893,2893,190,6,0,pink
2894,2894,303,14,0,pink
2895,2895,9,0,0,pink
2896,2896,301,4,0,pink
2897,2897,1576,25,0,pink
2898,2898,263,5,0,pink
2899,2899,900,10,0,pink
2900,2900,77,8,0,pink
2901,2901,199,15,0,pink
2902,2902,225,9,0,pink
2903,2903,1459,72,0,pink
2904,2904,53,0,0,pink
2905,2905,53,2,0,pink
2906,2906,646,3,0,pink
2907,2907,24,0,0,pink
2908,2908,474,27,0,pink
2909,2909,61,0,0,pink
2910,2910,3702,97,0,pink
2911,2911,140,5,0,pink
2912,2912,3387,159,0,pink
2913,2913,132,4,0,pink
2914,2914,4,0,0,pink
2915,2915,14,1,0,pink
2916,2916,81,3,0,pink
2917,2917,104,3,0,pink
2918,2918,47917,698,2,dark purple
2919,2919,1452,52,0,pink
2920,2920,3,0,0,pink
2921,2921,237,4,0,pink
2922,2922,8,2,0,pink
2923,2923,1557,28,0,pink
2924,2924,3615,64,0,pink
2925,2925,28745,417,2,dark purple
2926,2926,194,7,0,pink
2927,2927,214,4,0,pink
2928,2928,0,0,0,pink
2929,2929,383,10,0,pink
2930,2930,23,2,0,pink
2931,2931,764,31,0,pink
2932,2932,2135,100,0,pink
2933,2933,582,19,0,pink
2934,2934,4020,95,0,pink
2935,2935,3690,56,0,pink
2936,2936,832,13,0,pink
2937,2937,120,1,0,pink
2938,2938,633,48,0,pink
2939,2939,13369,288,0,pink
2940,2940,1350,50,0,pink
2941,2941,46,0,0,pink
2942,2942,1652,22,0,pink
2943,2943,137,2,0,pink
2944,2944,1206,48,0,pink
2945,2945,8515,142,0,pink
2946,2946,888,26,0,pink
2947,2947,113,2,0,pink
2948,2948,761,13,0,pink
2949,2949,513,21,0,pink
2950,2950,203,5,0,pink
2951,2951,294,6,0,pink
2952,2952,333,6,0,pink
2953,2953,347,16,0,pink
2954,2954,3197,11,0,pink
2955,2955,0,0,0,pink
2956,2956,0,0,0,pink
2957,2957,0,0,0,pink
2958,2958,0,0,0,pink
2959,2959,616,3,0,pink
2960,2960,0,0,0,pink
2961,2961,4817,28,0,pink
2962,2962,0,0,0,pink
2963,2963,0,0,0,pink
2964,2964,0,0,0,pink
2965,2965,0,0,0,pink
2966,2966,0,0,0,pink
2967,2967,0,0,0,pink
2968,2968,0,0,0,pink
2969,2969,0,0,0,pink
2970,2970,0,0,0,pink
2971,2971,0,0,0,pink
2972,2972,0,0,0,pink
2973,2973,0,0,0,pink
2974,2974,28996,248,2,dark purple
2975,2975,693,29,0,pink
2976,2976,0,0,0,pink
2977,2977,0,0,0,pink
2978,2978,186,1,0,pink
2979,2979,4067,30,0,pink
2980,2980,961,1,0,pink
2981,2981,838,0,0,pink
2982,2982,230,2,0,pink
2983,2983,0,0,0,pink
2984,2984,0,0,0,pink
2985,2985,16486,54,2,dark purple
2986,2986,724,7,0,pink
2987,2987,0,0,0,pink
2988,2988,0,0,0,pink
2989,2989,0,0,0,pink
2990,2990,4110,30,0,pink
2991,2991,83,2,0,pink
2992,2992,109,1,0,pink
2993,2993,34,0,0,pink
2994,2994,831,39,0,pink
2995,2995,6,0,0,pink
2996,2996,123,7,0,pink
2997,2997,14,0,0,pink
2998,2998,57,1,0,pink
2999,2999,24,0,0,pink
3000,3000,21,0,0,pink
3001,3001,0,0,0,pink
3002,3002,128,1,0,pink
3003,3003,8,0,0,pink
3004,3004,77,2,0,pink
3005,3005,123,3,0,pink
3006,3006,84,2,0,pink
3007,3007,1290,19,0,pink
3008,3008,1169,19,0,pink
3009,3009,1203,21,0,pink
3010,3010,3741,68,0,pink
3011,3011,77,4,0,pink
3012,3012,124,5,0,pink
3013,3013,381,4,0,pink
3014,3014,208,3,0,pink
3015,3015,3877,148,0,pink
3016,3016,470,7,0,pink
3017,3017,6,0,0,pink
3018,3018,718,12,0,pink
3019,3019,65,4,0,pink
3020,3020,292,10,0,pink
3021,3021,178,3,0,pink
3022,3022,347,4,0,pink
3023,3023,135,2,0,pink
3024,3024,677,9,0,pink
3025,3025,80,1,0,pink
3026,3026,422,4,0,pink
3027,3027,343,5,0,pink
3028,3028,488,23,0,pink
3029,3029,83,5,0,pink
3030,3030,103,0,0,pink
3031,3031,1105,28,0,pink
3032,3032,4241,70,0,pink
3033,3033,5851,94,0,pink
3034,3034,93,0,0,pink
3035,3035,250,25,0,pink
3036,3036,30,0,0,pink
3037,3037,29,0,0,pink
3038,3038,1184,16,0,pink
3039,3039,104,2,0,pink
3040,3040,843,26,0,pink
3041,3041,93,1,0,pink
3042,3042,373,11,0,pink
3043,3043,250,26,0,pink
3044,3044,173,2,0,pink
3045,3045,20437,583,2,dark purple
3046,3046,134,7,0,pink
3047,3047,69,6,0,pink
3048,3048,917,25,0,pink
3049,3049,197,8,0,pink
3050,3050,372,9,0,pink
3051,3051,194,1,0,pink
3052,3052,397,9,0,pink
3053,3053,860,13,0,pink
3054,3054,531,5,0,pink
3055,3055,413,30,0,pink
3056,3056,85,0,0,pink
3057,3057,230,2,0,pink
3058,3058,260,7,0,pink
3059,3059,307,10,0,pink
3060,3060,212,3,0,pink
3061,3061,774,11,0,pink
3062,3062,332,6,0,pink
3063,3063,1793,24,0,pink
3064,3064,1248,36,0,pink
3065,3065,2541,34,0,pink
3066,3066,5331,211,0,pink
3067,3067,1025,20,0,pink
3068,3068,6,0,0,pink
3069,3069,387,7,0,pink
3070,3070,709,18,0,pink
3071,3071,838,20,0,pink
3072,3072,227,4,0,pink
3073,3073,154,2,0,pink
3074,3074,71,1,0,pink
3075,3075,140,0,0,pink
3076,3076,262,7,0,pink
3077,3077,59,1,0,pink
3078,3078,6720,123,0,pink
3079,3079,281,6,0,pink
3080,3080,113,3,0,pink
3081,3081,1336,12,0,pink
3082,3082,103,3,0,pink
3083,3083,1904,25,0,pink
3084,3084,607,7,0,pink
3085,3085,378,15,0,pink
3086,3086,41,0,0,pink
3087,3087,671,33,0,pink
3088,3088,112,10,0,pink
3089,3089,1783,4,0,pink
3090,3090,99,2,0,pink
3091,3091,183,2,0,pink
3092,3092,2700,37,0,pink
3093,3093,4765,75,0,pink
3094,3094,305,31,0,pink
3095,3095,147,6,0,pink
3096,3096,33,0,0,pink
3097,3097,254,17,0,pink
3098,3098,317,4,0,pink
3099,3099,0,0,0,pink
3100,3100,389,29,0,pink
3101,3101,271,24,0,pink
3102,3102,726,29,0,pink
3103,3103,969,9,0,pink
3104,3104,75,2,0,pink
3105,3105,2534,58,0,pink
3106,3106,219,5,0,pink
3107,3107,568,12,0,pink
3108,3108,774,5,0,pink
3109,3109,12215,201,0,pink
3110,3110,220,5,0,pink
3111,3111,725,1,0,pink
3112,3112,64,2,0,pink
3113,3113,341,4,0,pink
3114,3114,4551,60,0,pink
3115,3115,806,7,0,pink
3116,3116,1621,23,0,pink
3117,3117,106,2,0,pink
3118,3118,1390,21,0,pink
3119,3119,242,5,0,pink
3120,3120,263,4,0,pink
3121,3121,181,4,0,pink
3122,3122,801,58,0,pink
3123,3123,449,8,0,pink
3124,3124,744,22,0,pink
3125,3125,2106,43,0,pink
3126,3126,1971,17,0,pink
3127,3127,246,0,0,pink
3128,3128,1916,72,0,pink
3129,3129,114,3,0,pink
3130,3130,419,10,0,pink
3131,3131,278,2,0,pink
3132,3132,0,0,0,pink
3133,3133,6689,83,0,pink
3134,3134,415,6,0,pink
3135,3135,544,17,0,pink
3136,3136,257,3,0,pink
3137,3137,266,3,0,pink
3138,3138,177,7,0,pink
3139,3139,490,4,0,pink
3140,3140,393,8,0,pink
3141,3141,227,4,0,pink
3142,3142,537,8,0,pink
3143,3143,818,10,0,pink
3144,3144,89,2,0,pink
3145,3145,4475,130,0,pink
3146,3146,1836,15,0,pink
3147,3147,225,1,0,pink
3148,3148,2649,62,0,pink
3149,3149,14,1,0,pink
3150,3150,635,6,0,pink
3151,3151,1182,9,0,pink
3152,3152,29,0,0,pink
3153,3153,4218,65,0,pink
3154,3154,11,0,0,pink
3155,3155,2853,20,0,pink
3156,3156,460,6,0,pink
3157,3157,301,11,0,pink
3158,3158,71,0,0,pink
3159,3159,21650,759,2,dark purple
3160,3160,1152,13,0,pink
3161,3161,512,22,0,pink
3162,3162,191,3,0,pink
3163,3163,483,4,0,pink
3164,3164,41,1,0,pink
3165,3165,378,5,0,pink
3166,3166,1035,10,0,pink
3167,3167,0,0,0,pink
3168,3168,80,3,0,pink
3169,3169,59,0,0,pink
3170,3170,7697,200,0,pink
3171,3171,29,0,0,pink
3172,3172,1088,22,0,pink
3173,3173,64,1,0,pink
3174,3174,6762,211,0,pink
3175,3175,6447,162,0,pink
3176,3176,161,2,0,pink
3177,3177,1038,17,0,pink
3178,3178,292,4,0,pink
3179,3179,6,0,0,pink
3180,3180,869,5,0,pink
3181,3181,1302,42,0,pink
3182,3182,1184,0,0,pink
3183,3183,11316,257,0,pink
3184,3184,48,1,0,pink
3185,3185,952,13,0,pink
3186,3186,203,1,0,pink
3187,3187,13,0,0,pink
3188,3188,112,1,0,pink
3189,3189,741,10,0,pink
3190,3190,25,0,0,pink
3191,3191,36,2,0,pink
3192,3192,18,0,0,pink
3193,3193,580,11,0,pink
3194,3194,33,0,0,pink
3195,3195,152,7,0,pink
3196,3196,124,3,0,pink
3197,3197,103,1,0,pink
3198,3198,144,0,0,pink
3199,3199,82,1,0,pink
3200,3200,344,8,0,pink
3201,3201,252,23,0,pink
3202,3202,425,4,0,pink
3203,3203,2415,72,0,pink
3204,3204,38,2,0,pink
3205,3205,157,2,0,pink
3206,3206,588,39,0,pink
3207,3207,259,3,0,pink
3208,3208,163,1,0,pink
3209,3209,138,5,0,pink
3210,3210,86,1,0,pink
3211,3211,404,27,0,pink
3212,3212,171,4,0,pink
3213,3213,367,9,0,pink
3214,3214,1948,5,0,pink
3215,3215,148,7,0,pink
3216,3216,53,0,0,pink
3217,3217,96,3,0,pink
3218,3218,359,6,0,pink
3219,3219,0,0,0,pink
3220,3220,52,1,0,pink
3221,3221,17,2,0,pink
3222,3222,59,0,0,pink
3223,3223,150,4,0,pink
3224,3224,522,5,0,pink
3225,3225,487,8,0,pink
3226,3226,237,2,0,pink
3227,3227,11,0,0,pink
3228,3228,49,2,0,pink
3229,3229,46,0,0,pink
3230,3230,120,6,0,pink
3231,3231,17,0,0,pink
3232,3232,15,0,0,pink
3233,3233,0,0,0,pink
3234,3234,63,0,0,pink
3235,3235,367,11,0,pink
3236,3236,7,0,0,pink
3237,3237,50,0,0,pink
3238,3238,12,0,0,pink
3239,3239,354,6,0,pink
3240,3240,103,3,0,pink
3241,3241,214,4,0,pink
3242,3242,74,2,0,pink
3243,3243,425,4,0,pink
3244,3244,89,1,0,pink
3245,3245,8032,61,0,pink
3246,3246,128,2,0,pink
3247,3247,155,3,0,pink
3248,3248,942,2,0,pink
3249,3249,489,0,0,pink
3250,3250,347,8,0,pink
3251,3251,549,2,0,pink
3252,3252,147,0,0,pink
3253,3253,9040,41,0,pink
3254,3254,1677,14,0,pink
3255,3255,264,3,0,pink
3256,3256,397,0,0,pink
3257,3257,426,0,0,pink
3258,3258,1703,6,0,pink
3259,3259,73,1,0,pink
3260,3260,1840,13,0,pink
3261,3261,231,4,0,pink
3262,3262,873,19,0,pink
3263,3263,458,2,0,pink
3264,3264,215,0,0,pink
3265,3265,169,0,0,pink
3266,3266,137,1,0,pink
3267,3267,115,1,0,pink
3268,3268,1278,8,0,pink
3269,3269,337,2,0,pink
3270,3270,3334,65,0,pink
3271,3271,428,2,0,pink
3272,3272,2785,2,0,pink
3273,3273,239,0,0,pink
3274,3274,142,2,0,pink
3275,3275,169,1,0,pink
3276,3276,918,3,0,pink
3277,3277,1151,14,0,pink
3278,3278,783,7,0,pink
3279,3279,207,1,0,pink
3280,3280,58,0,0,pink
3281,3281,27356,525,2,dark purple
3282,3282,423,2,0,pink
3283,3283,729,4,0,pink
3284,3284,366,2,0,pink
3285,3285,0,0,0,pink
3286,3286,3793,28,0,pink
3287,3287,1259,19,0,pink
3288,3288,56,0,0,pink
3289,3289,414,6,0,pink
3290,3290,228,2,0,pink
3291,3291,1270,4,0,pink
3292,3292,57,0,0,pink
3293,3293,4585,94,0,pink
3294,3294,95,4,0,pink
3295,3295,2327,32,0,pink
3296,3296,52,1,0,pink
3297,3297,832,3,0,pink
3298,3298,196,1,0,pink
3299,3299,643,1,0,pink
3300,3300,1501,15,0,pink
3301,3301,859,8,0,pink
3302,3302,157,3,0,pink
3303,3303,580,2,0,pink
3304,3304,0,0,0,pink
3305,3305,186,0,0,pink
3306,3306,177,1,0,pink
3307,3307,2503,34,0,pink
3308,3308,95,1,0,pink
3309,3309,2380,32,0,pink
3310,3310,6838,86,0,pink
3311,3311,942,19,0,pink
3312,3312,289,2,0,pink
3313,3313,2988,23,0,pink
3314,3314,718,4,0,pink
3315,3315,426,0,0,pink
3316,3316,52,2,0,pink
3317,3317,270,1,0,pink
3318,3318,221,2,0,pink
3319,3319,110,0,0,pink
3320,3320,38,0,0,pink
3321,3321,686,14,0,pink
3322,3322,81,2,0,pink
3323,3323,37,0,0,pink
3324,3324,30,1,0,pink
3325,3325,661,4,0,pink
3326,3326,160,1,0,pink
3327,3327,485,4,0,pink
3328,3328,3,0,0,pink
3329,3329,0,0,0,pink
3330,3330,214,2,0,pink
3331,3331,23,1,0,pink
3332,3332,262,4,0,pink
3333,3333,87,1,0,pink
3334,3334,326,2,0,pink
3335,3335,517,1,0,pink
3336,3336,342,2,0,pink
3337,3337,0,0,0,pink
3338,3338,113,6,0,pink
3339,3339,25,0,0,pink
