City,Total Cases,New Cases,Total Deaths,New Deaths,Active Cases,Total Cases /1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Date
Wisconsin ,6289,,300.0, ,3676,1088.0,52,69824.0,"12,084",04-29-2020
South Carolina ,5735,,192.0, ,1842,1157.0,39,53133.0,"10,721",04-29-2020
Nevada ,4898,93.0,225.0, ,2026,1676.0,77,49475.0,"16,927",04-29-2020
Delaware ,4655,80.0,144.0,7 ,3338,4903.0,152,21538.0,"22,684",04-29-2020
Minnesota ,4644,463.0,319.0,18 ,2282,840.0,58,66744.0,"12,075",04-29-2020
Kentucky ,4375,,225.0, ,3028,985.0,51,52411.0,"11,804",04-29-2020
Utah ,4343,,45.0, ,3410,1426.0,15,102439.0,"33,638",04-29-2020
District Of Columbia ,4106,112.0,205.0,15 ,3241,5999.0,299,19229.0,"28,092",04-29-2020
Kansas ,3685,108.0,127.0, ,3055,1267.0,44,28090.0,"9,657",04-29-2020
Oklahoma ,3410,,207.0, ,943,870.0,53,61619.0,"15,727",04-29-2020
Nebraska ,3374,,55.0, ,3297,1771.0,29,23798.0,"12,494",04-29-2020
Arkansas ,3137,10.0,57.0, ,1845,1049.0,19,45394.0,"15,179",04-29-2020
New Mexico ,2974,,110.0, ,2159,1421.0,53,61745.0,"29,509",04-29-2020
Oregon ,2385,,99.0, ,1426,584.0,24,52242.0,"12,798",04-29-2020
South Dakota ,2373,60.0,13.0,2 ,868,2746.0,15,16612.0,"19,220",04-29-2020
New Hampshire ,2010,,60.0, ,1014,1496.0,45,20746.0,"15,440",04-29-2020
Idaho ,1952,,60.0, ,805,1157.0,36,28240.0,"16,732",04-29-2020
Navajo Nation ,1769,,59.0, ,1710,,,9206.0,,04-29-2020
Federal Prisons ,1648,,30.0, ,1082,,,,,04-29-2020
 Puerto Rico ,1433,33.0,86.0, ,956,423.0,25,13022.0,"3,845",04-29-2020
West Virginia ,1095,,38.0, ,576,599.0,21,43227.0,"23,634",04-29-2020
Maine ,1056,16.0,52.0,1 ,389,792.0,39,17807.0,"13,360",04-29-2020
North Dakota ,1033,42.0,19.0, ,577,1373.0,25,25536.0,"33,948",04-29-2020
Vermont ,862,,47.0, ,815,1379.0,75,15429.0,"24,687",04-29-2020
Hawaii ,609,,16.0, ,88,428.0,11,29862.0,"21,000",04-29-2020
Wyoming ,536,,7.0, ,186,921.0,12,8615.0,"14,807",04-29-2020
Montana ,451,,16.0,1 ,53,433.0,15,13528.0,"12,986",04-29-2020
Alaska ,351,,9.0, ,114,475.0,12,17089.0,"23,140",04-29-2020
Guam ,144,,5.0, ,10,,,605.0,,04-29-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,04-29-2020
United States Virgin Islands ,62,3.0,4.0, ,7,,,872.0,,04-29-2020
Northern Mariana Islands ,14,,2.0, ,0,,,45.0,,04-29-2020
New York ,310839,4681.0,23780.0,306 ,237654,15844.0,"1,212",900636.0,"45,908",04-30-2020
New Jersey ,116264,,6770.0, ,108223,13090.0,762,240246.0,"27,049",04-30-2020
Massachusetts ,60265,,3405.0, ,48742,8823.0,499,265618.0,"38,889",04-30-2020
Illinois ,50355,,2215.0, ,47534,3927.0,173,256667.0,"20,018",04-30-2020
California ,48883,318.0,1956.0,17 ,43590,1249.0,50,603139.0,"15,406",04-30-2020
Pennsylvania ,45865,137.0,2354.0, ,42746,3586.0,184,214884.0,"16,799",04-30-2020
Michigan ,40399,,3670.0, ,28387,4057.0,369,177228.0,"17,798",04-30-2020
Florida ,33690,497.0,1268.0,50 ,31736,1636.0,62,384153.0,"18,650",04-30-2020
Louisiana ,28001,341.0,1862.0,17 ,8836,6004.0,399,156568.0,"33,572",04-30-2020
Texas ,27566,,749.0, ,15031,989.0,27,300384.0,"10,772",04-30-2020
Connecticut ,26767,,2168.0, ,24534,7474.0,605,94818.0,"26,474",04-30-2020
Georgia ,26094,443.0,1111.0,13 ,24952,2534.0,108,143790.0,"13,964",04-30-2020
Maryland ,21742,893.0,1140.0,62 ,19339,3622.0,190,114359.0,"19,049",04-30-2020
Indiana ,17835,653.0,1114.0,49 ,16707,2687.0,168,94998.0,"14,312",04-30-2020
Ohio ,17303,,937.0, ,16246,1486.0,80,128206.0,"11,012",04-30-2020
Virginia ,15846,885.0,552.0,30 ,13190,1883.0,66,90843.0,"10,797",04-30-2020
Colorado ,14758,,766.0, ,13433,2668.0,138,69449.0,"12,556",04-30-2020
Washington ,14070,,801.0, ,11418,1929.0,110,187800.0,"25,746",04-30-2020
North Carolina ,10606,425.0,397.0,16 ,8907,1044.0,39,118440.0,"11,663",04-30-2020
Tennessee ,10366,,195.0, ,5031,1559.0,29,168549.0,"25,342",04-30-2020
Veteran Affairs ,8274,,484.0, ,7790,,,95680.0,,04-30-2020
Rhode Island ,8247,,251.0, ,7654,7805.0,238,60165.0,"56,941",04-30-2020
Missouri ,7621,45.0,339.0,1 ,6735,1251.0,56,73503.0,"12,069",04-30-2020
Arizona ,7202,,304.0, ,6828,1037.0,44,68813.0,"9,906",04-30-2020
Iowa ,7145,302.0,162.0,14 ,4286,2281.0,52,42667.0,"13,621",04-30-2020
Alabama ,6978,74.0,267.0,12 ,6691,1434.0,55,87364.0,"17,959",04-30-2020
US Military ,6962,314.0,26.0, ,4829,,,,,04-30-2020
Mississippi ,6815,246.0,261.0,11 ,6554,2280.0,87,66094.0,"22,114",04-30-2020
Wisconsin ,6520,,308.0, ,3002,1128.0,53,73150.0,"12,659",04-30-2020
South Carolina ,5881,,232.0, ,1948,1187.0,47,54217.0,"10,940",04-30-2020
Minnesota ,5136,492.0,343.0,24  ,2621,929.0,62,70276.0,"12,714",04-30-2020
Nevada ,4998,100.0,237.0, ,1856,1710.0,81,51761.0,"17,709",04-30-2020
Delaware ,4734,79.0,152.0,8 ,3307,4986.0,160,21820.0,"22,981",04-30-2020
Kentucky ,4539,,235.0, ,3182,1022.0,53,54101.0,"12,184",04-30-2020
Utah ,4495,,45.0, ,3562,1476.0,15,102439.0,"33,638",04-30-2020
District Of Columbia ,4323,217.0,224.0,19 ,3439,6316.0,327,20079.0,"29,334",04-30-2020
Kansas ,3839,,134.0, ,2936,1320.0,46,28090.0,"9,657",04-30-2020
Nebraska ,3784,,68.0, ,3694,1987.0,36,25498.0,"13,386",04-30-2020
Oklahoma ,3618,145.0,222.0,8 ,995,923.0,57,61619.0,"15,727",04-30-2020
New Mexico ,3213,,112.0, ,2396,1536.0,54,65085.0,"31,105",04-30-2020
Arkansas ,3210,3.0,59.0, ,1865,1073.0,20,48128.0,"16,093",04-30-2020
South Dakota ,2449,76.0,17.0,4 ,859,2834.0,20,17208.0,"19,910",04-30-2020
Oregon ,2446,,101.0, ,1485,599.0,25,54472.0,"13,345",04-30-2020
New Hampshire ,2054,,66.0, ,1008,1529.0,49,21921.0,"16,315",04-30-2020
Idaho ,1984,,60.0, ,837,1175.0,36,28240.0,"16,732",04-30-2020
Federal Prisons ,1877,,31.0, ,1300,,,,,04-30-2020
Navajo Nation ,1873,,60.0, ,1813,,,9206.0,,04-30-2020
Puerto Rico ,1433,,86.0, ,956,423.0,25,13022.0,"3,845",04-30-2020
West Virginia ,1109,,40.0, ,588,606.0,22,43227.0,"23,634",04-30-2020
Maine ,1095,39.0,53.0,1 ,411,822.0,40,20641.0,"15,487",04-30-2020
North Dakota ,1067,34.0,19.0, ,590,1419.0,25,27460.0,"36,506",04-30-2020
Vermont ,866,4.0,49.0,2 ,817,1386.0,78,15652.0,"25,044",04-30-2020
Hawaii ,613,,16.0, ,81,431.0,11,29862.0,"21,000",04-30-2020
Wyoming ,544,,7.0, ,166,935.0,12,9306.0,"15,994",04-30-2020
Montana ,453,2.0,16.0, ,45,435.0,15,13914.0,"13,357",04-30-2020
Alaska ,355,,9.0, ,106,481.0,12,19119.0,"25,888",04-30-2020
Guam ,145,,5.0, ,10,,,605.0,,04-30-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,04-30-2020
United States Virgin Islands ,66,4.0,4.0, ,11,,,872.0,,04-30-2020
Northern Mariana Islands ,14,,2.0, ,0,,,45.0,,04-30-2020
New York ,313545,2706.0,24069.0,289 ,238909,15982.0,"1,227",927438.0,"47,274",05-01-2020
New Jersey ,121190,2538.0,7538.0,310 ,112381,13645.0,849,255214.0,"28,734",05-01-2020
Massachusetts ,62205,,3562.0, ,50525,9107.0,522,275647.0,"40,357",05-01-2020
Illinois ,52918,,2355.0, ,49957,4127.0,184,269867.0,"21,048",05-01-2020
California ,50430,301.0,2047.0,18 ,45046,1288.0,52,625337.0,"15,973",05-01-2020
Pennsylvania ,47999,,2541.0, ,44693,3753.0,199,221365.0,"17,306",05-01-2020
Michigan ,41379,,3789.0, ,29248,4156.0,381,185157.0,"18,595",05-01-2020
Florida ,34728,1038.0,1314.0,46 ,32728,1686.0,64,404467.0,"19,636",05-01-2020
Texas ,29229,774.0,816.0,14 ,15906,1048.0,29,351775.0,"12,615",05-01-2020
Louisiana ,28711,710.0,1970.0,65  ,9438,6156.0,422,168251.0,"36,077",05-01-2020
Connecticut ,27700,,2257.0, ,25378,7734.0,630,97133.0,"27,121",05-01-2020
Georgia ,27023,759.0,1140.0,8 ,25852,2624.0,111,164465.0,"15,971",05-01-2020
Maryland ,23472,1730.0,1192.0,52 ,20763,3910.0,199,120983.0,"20,152",05-01-2020
Indiana ,18630,795.0,1175.0,61 ,17441,2807.0,177,99639.0,"15,012",05-01-2020
Ohio ,18027,,975.0, ,16932,1548.0,84,133148.0,"11,437",05-01-2020
Virginia ,16901,1055.0,581.0,29 ,14124,2009.0,69,105648.0,"12,557",05-01-2020
Colorado ,15284,,777.0, ,13948,2763.0,140,69449.0,"12,556",05-01-2020
Washington ,14327,,814.0, ,11662,1964.0,112,193981.0,"26,593",05-01-2020
North Carolina ,11006,251.0,408.0,2 ,8790,1084.0,40,128517.0,"12,655",05-01-2020
Tennessee ,10735,,199.0, ,5198,1614.0,30,177626.0,"26,706",05-01-2020
Rhode Island ,8962,341.0,279.0,13 ,8341,8482.0,264,66648.0,"63,077",05-01-2020
Veteran Affairs ,8611,,494.0, ,8117,,,95680.0,,05-01-2020
Arizona ,7962,314.0,330.0,10 ,7562,1146.0,48,74879.0,"10,779",05-01-2020
Iowa ,7884,739.0,170.0,8 ,4815,2517.0,54,45593.0,"14,555",05-01-2020
Missouri  ,7797,31.0,352.0,9 ,6898,1280.0,58,73503.0,"12,069",05-01-2020
Mississippi ,7212,397.0,281.0,20 ,3518,2413.0,94,71548.0,"23,939",05-01-2020
Alabama ,7085,17.0,279.0,7 ,6786,1456.0,57,89997.0,"18,500",05-01-2020
US Military ,6962,,26.0, ,4829,,,,,05-01-2020
Wisconsin ,6854,,316.0, ,3328,1186.0,55,76248.0,"13,195",05-01-2020
South Carolina ,6095,,244.0, ,2150,1230.0,49,56512.0,"11,403",05-01-2020
Minnesota ,5730,594.0,371.0,28 ,3077,1037.0,67,74829.0,"13,538",05-01-2020
Nevada ,5227,229.0,243.0, ,2079,1788.0,83,53843.0,"18,421",05-01-2020
Delaware ,4918,184.0,159.0,7 ,3356,5180.0,167,22585.0,"23,786",05-01-2020
Kentucky ,4708,,240.0, ,3346,1060.0,54,56611.0,"12,750",05-01-2020
Utah ,4672,,46.0, ,2687,1534.0,15,108501.0,"35,628",05-01-2020
District Of Columbia ,4658,335.0,231.0,7 ,3761,6805.0,337,21135.0,"30,877",05-01-2020
Kansas ,4419,117.0,134.0, ,3484,1519.0,46,31626.0,"10,873",05-01-2020
Nebraska ,4281,,70.0, ,4189,2248.0,37,27577.0,"14,478",05-01-2020
Oklahoma ,3748,130.0,230.0,8 ,1117,957.0,59,61619.0,"15,727",05-01-2020
New Mexico ,3411,,123.0, ,2528,1630.0,59,67869.0,"32,435",05-01-2020
Arkansas ,3281,,61.0, ,1881,1097.0,20,48379.0,"16,177",05-01-2020
South Dakota ,2525,76.0,21.0,4 ,818,2921.0,24,17363.0,"20,089",05-01-2020
Oregon ,2510,,103.0, ,1547,615.0,25,56032.0,"13,727",05-01-2020
New Hampshire ,2146,,72.0, ,1094,1597.0,54,22049.0,"16,410",05-01-2020
Federal Prisons ,2041,,33.0, ,1462,,,,,05-01-2020
Idaho ,2015,,63.0, ,865,1194.0,37,28240.0,"16,732",05-01-2020
Navajo Nation ,1977,,62.0, ,1915,,,10216.0,,05-01-2020
Puerto Rico ,1539,,92.0, ,1056,454.0,27,13022.0,"3,845",05-01-2020
West Virginia ,1136,11.0,46.0,2 ,609,621.0,25,46844.0,"25,611",05-01-2020
Maine ,1123,28.0,55.0,2 ,437,843.0,41,20641.0,"15,487",05-01-2020
North Dakota ,1067,,19.0, ,590,1419.0,25,27460.0,"36,506",05-01-2020
Vermont ,879,13.0,50.0,1 ,829,1406.0,80,16233.0,"25,974",05-01-2020
Hawaii ,618,,16.0, ,76,435.0,11,31537.0,"22,177",05-01-2020
Wyoming ,559,,7.0, ,181,961.0,12,9306.0,"15,994",05-01-2020
Montana ,453,,16.0, ,40,435.0,15,14203.0,"13,634",05-01-2020
Alaska ,355,,9.0, ,94,481.0,12,19562.0,"26,488",05-01-2020
Guam ,145,,5.0, ,10,,,605.0,,05-01-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,05-01-2020
United States Virgin Islands ,66,,4.0, ,11,,,872.0,,05-01-2020
Northern Mariana Islands ,14,,2.0, ,0,,,45.0,,05-01-2020
New York ,315222,,24368.0,299 ,240287,16068.0,"1,242",927438.0,"47,274",05-02-2020
New Jersey ,123717,2527.0,7742.0,204 ,114704,13929.0,872,260641.0,"29,345",05-02-2020
Massachusetts ,64311,,3716.0, ,52477,9416.0,544,289636.0,"42,405",05-02-2020
Illinois ,56055,,2457.0, ,52992,4372.0,192,284688.0,"22,204",05-02-2020
California ,52295,520.0,2135.0,24 ,46823,1336.0,55,654985.0,"16,731",05-02-2020
Pennsylvania ,49642,,2651.0, ,46154,3881.0,207,235376.0,"18,401",05-02-2020
Michigan ,42356,,3866.0, ,30148,4254.0,388,195645.0,"19,648",05-02-2020
Florida ,35463,735.0,1364.0,50 ,33413,1722.0,66,417762.0,"20,282",05-02-2020
Texas ,30522,629.0,849.0, ,17166,1095.0,30,380648.0,"13,651",05-02-2020
Louisiana ,29140,429.0,1993.0,23 ,9844,6248.0,427,168251.0,"36,077",05-02-2020
Connecticut ,28764,,2339.0, ,26360,8031.0,653,100257.0,"27,993",05-02-2020
Georgia ,28215,719.0,1172.0,6 ,27012,2740.0,114,168367.0,"16,350",05-02-2020
Maryland ,24473,1001.0,1251.0,59 ,21705,4076.0,208,125522.0,"20,908",05-02-2020
Indiana ,19295,665.0,1229.0,54 ,18052,2907.0,185,104141.0,"15,690",05-02-2020
Ohio ,18743,,1002.0, ,17621,1610.0,86,140506.0,"12,069",05-02-2020
Virginia ,17731,830.0,616.0,35 ,14803,2107.0,73,112450.0,"13,365",05-02-2020
 Colorado ,15768,,820.0, ,14389,2851.0,148,75259.0,"13,606",05-02-2020
Washington ,15161,,832.0, ,12478,2078.0,114,193981.0,"26,593",05-02-2020
Tennessee ,11891,,204.0, ,6141,1788.0,31,186132.0,"27,985",05-02-2020
North Carolina ,11579,508.0,430.0,11 ,9341,1140.0,42,139475.0,"13,734",05-02-2020
Rhode Island ,9289,327.0,296.0,17 ,8651,8791.0,280,69928.0,"66,181",05-02-2020
Veteran Affairs ,9015,,513.0, ,8502,,,107178.0,,05-02-2020
Iowa ,8641,757.0,175.0,5 ,5567,2759.0,56,45593.0,"14,555",05-02-2020
Arizona ,8364,402.0,348.0,18 ,7946,1204.0,50,77997.0,"11,228",05-02-2020
Missouri ,8047,29.0,361.0,3 ,5768,1321.0,59,82152.0,"13,490",05-02-2020
Alabama ,7382,88.0,289.0, ,7073,1517.0,59,96860.0,"19,911",05-02-2020
Wisconsin ,7314,,327.0, ,3777,1266.0,57,79880.0,"13,824",05-02-2020
Mississippi ,7212,,281.0, ,3518,2413.0,94,71548.0,"23,939",05-02-2020
US Military ,7145,,27.0, ,4793,,,,,05-02-2020
South Carolina ,6258,,256.0, ,1121,1263.0,52,59379.0,"11,981",05-02-2020
Minnesota ,6228,498.0,395.0,24 ,3436,1127.0,71,79007.0,"14,294",05-02-2020
Nevada ,5311,84.0,254.0, ,2152,1817.0,87,54918.0,"18,789",05-02-2020
Delaware ,5038,120.0,168.0,9 ,3324,5306.0,177,23112.0,"24,341",05-02-2020
Kentucky ,4879,,248.0, ,3509,1099.0,56,57648.0,"12,983",05-02-2020
Nebraska ,4838,,73.0, ,4743,2540.0,38,29557.0,"15,517",05-02-2020
Utah ,4828,,46.0, ,2843,1585.0,15,112558.0,"36,961",05-02-2020
District Of Columbia ,4797,139.0,240.0,9 ,3891,7008.0,351,22004.0,"32,146",05-02-2020
Kansas ,4634,98.0,140.0,2 ,3590,1593.0,48,33034.0,"11,357",05-02-2020
Oklahoma ,3851,103.0,238.0,8 ,1212,983.0,61,63552.0,"16,220",05-02-2020
New Mexico ,3513,,131.0, ,2622,1679.0,63,71118.0,"33,988",05-02-2020
Arkansas ,3321,,64.0, ,1272,1110.0,21,50305.0,"16,821",05-02-2020
Oregon ,2579,,104.0, ,1615,632.0,25,58176.0,"14,252",05-02-2020
South Dakota ,2525,,21.0, ,818,2921.0,24,17363.0,"20,089",05-02-2020
New Hampshire ,2310,,81.0, ,1249,1719.0,60,24349.0,"18,122",05-02-2020
Navajo Nation ,2307,166.0,73.0,2 ,2234,,,10216.0,,05-02-2020
Federal Prisons ,2185,,36.0, ,1603,,,,,05-02-2020
Idaho ,2035,,63.0, ,885,1206.0,37,29335.0,"17,381",05-02-2020
Puerto Rico ,1757,182.0,95.0,1 ,1271,519.0,28,13022.0,"3,845",05-02-2020
West Virginia ,1169,18.0,48.0,1 ,640,639.0,26,49146.0,"26,870",05-02-2020
North Dakota ,1153,46.0,24.0,1 ,619,1533.0,32,31547.0,"41,940",05-02-2020
Maine ,1152,29.0,56.0,1 ,407,864.0,42,20641.0,"15,487",05-02-2020
Vermont ,886,7.0,51.0,1 ,835,1418.0,82,16591.0,"26,547",05-02-2020
Hawaii ,619,,16.0, ,71,435.0,11,32432.0,"22,807",05-02-2020
Wyoming ,566,,7.0, ,188,973.0,12,9306.0,"15,994",05-02-2020
Montana ,455,2.0,16.0, ,35,437.0,15,14635.0,"14,049",05-02-2020
Alaska ,364,,9.0, ,101,493.0,12,20325.0,"27,521",05-02-2020
Guam ,146,,5.0, ,10,,,605.0,,05-02-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,05-02-2020
United States Virgin Islands ,66,,4.0, ,11,,,872.0,,05-02-2020
Northern Mariana Islands ,14,,2.0, ,0,,,948.0,,05-02-2020
New York ,320002,789.0,24648.0,280 ,244787,16311.0,"1,256",959017.0,"48,883",05-03-2020
New Jersey ,126744,3027.0,7871.0,129 ,117602,14270.0,886,273789.0,"30,826",05-03-2020
Massachusetts ,66263,,3846.0, ,54299,9701.0,563,298994.0,"43,775",05-03-2020
Illinois ,58505,,2559.0, ,55340,4563.0,200,299896.0,"23,390",05-03-2020
California ,53670,64.0,2192.0,4 ,47570,1371.0,56,654985.0,"16,731",05-03-2020
Pennsylvania ,50915,,2776.0, ,47223,3980.0,217,235376.0,"18,401",05-03-2020
Michigan ,43207,,4020.0, ,23528,4339.0,404,207184.0,"20,807",05-03-2020
Florida ,36078,615.0,1379.0,15 ,34013,1752.0,67,429970.0,"20,874",05-03-2020
Texas ,31695,553.0,880.0,6 ,15271,1137.0,32,390560.0,"14,006",05-03-2020
Louisiana ,29340,200.0,2012.0,19 ,10025,6291.0,431,176160.0,"37,773",05-03-2020
Connecticut ,29287,,2436.0, ,26786,8177.0,680,102493.0,"28,617",05-03-2020
Georgia ,28602,270.0,1177.0,3 ,27394,2778.0,114,174800.0,"16,975",05-03-2020
Maryland ,25462,989.0,1281.0,30 ,22664,4241.0,213,132794.0,"22,120",05-03-2020
Indiana ,19933,638.0,1246.0,17 ,18673,3003.0,188,108859.0,"16,401",05-03-2020
Ohio ,19335,,1021.0, ,17866,1661.0,88,145021.0,"12,457",05-03-2020
Virginia ,18671,940.0,660.0,44 ,15514,2219.0,78,119065.0,"14,151",05-03-2020
Colorado ,16225,,832.0, ,14834,2933.0,150,78179.0,"14,134",05-03-2020
Washington ,15512,,836.0, ,12825,2127.0,115,193981.0,"26,593",05-03-2020
Tennessee ,12661,,209.0, ,6734,1904.0,31,196276.0,"29,510",05-03-2020
North Carolina ,11664,85.0,430.0, ,9426,1149.0,42,139475.0,"13,734",05-03-2020
Rhode Island ,9477,188.0,320.0,24 ,8815,8969.0,303,71927.0,"68,073",05-03-2020
Veteran Affairs ,9239,,528.0, ,8711,,,107178.0,,05-03-2020
Iowa ,9169,528.0,184.0,9 ,5829,2927.0,59,53186.0,"16,979",05-03-2020
Arizona ,8640,276.0,362.0,14 ,8208,1244.0,52,81119.0,"11,677",05-03-2020
Missouri ,8328,,377.0, ,6033,1367.0,62,82152.0,"13,490",05-03-2020
Wisconsin ,7660,,334.0, ,4116,1326.0,58,83230.0,"14,404",05-03-2020
Alabama ,7615,4.0,289.0, ,7306,1565.0,59,96860.0,"19,911",05-03-2020
Mississippi ,7441,,291.0, ,3737,2490.0,97,74475.0,"24,918",05-03-2020
US Military ,7145,,27.0, ,4793,,,,,05-03-2020
Minnesota ,6663,435.0,419.0,24 ,3847,1205.0,76,82632.0,"14,950",05-03-2020
South Carolina ,6489,,267.0, ,1341,1309.0,54,61616.0,"12,433",05-03-2020
Nevada ,5423,112.0,257.0, ,2261,1855.0,88,56107.0,"19,196",05-03-2020
Nebraska ,5326,,76.0, ,5228,2796.0,40,31332.0,"16,449",05-03-2020
Delaware ,5208,170.0,177.0,9 ,3391,5485.0,186,23737.0,"25,000",05-03-2020
District Of Columbia ,5016,219.0,251.0,11 ,4099,7328.0,367,23102.0,"33,750",05-03-2020
Utah ,4981,,49.0, ,2747,1636.0,16,117804.0,"38,683",05-03-2020
Kansas ,4896,262.0,143.0,3 ,3849,1683.0,49,33034.0,"11,357",05-03-2020
Kentucky ,4879,,248.0, ,3509,1099.0,56,57648.0,"12,983",05-03-2020
Oklahoma ,3972,121.0,238.0, ,1333,1014.0,61,63552.0,"16,220",05-03-2020
New Mexico ,3732,,139.0, ,2833,1784.0,66,74944.0,"35,817",05-03-2020
Arkansas ,3372,,72.0, ,1313,1128.0,24,51582.0,"17,248",05-03-2020
Oregon ,2635,,109.0, ,1666,646.0,27,60136.0,"14,732",05-03-2020
South Dakota ,2588,,21.0, ,808,2994.0,24,18091.0,"20,932",05-03-2020
New Hampshire ,2429,,84.0, ,1238,1808.0,63,28393.0,"21,132",05-03-2020
Navajo Nation ,2307,,73.0, ,2234,,,10216.0,,05-03-2020
Federal Prisons ,2268,,37.0, ,1569,,,,,05-03-2020
Idaho ,2061,,64.0, ,910,1221.0,38,29335.0,"17,381",05-03-2020
Puerto Rico ,1757,,95.0, ,1271,519.0,28,13022.0,"3,845",05-03-2020
West Virginia ,1191,7.0,50.0, ,660,651.0,27,51638.0,"28,232",05-03-2020
North Dakota ,1191,38.0,25.0,1 ,656,1583.0,33,33353.0,"44,341",05-03-2020
Maine ,1185,33.0,57.0,1 ,422,889.0,43,20641.0,"15,487",05-03-2020
Vermont ,897,11.0,52.0,1 ,845,1435.0,83,16954.0,"27,127",05-03-2020
Hawaii ,620,,16.0, ,63,436.0,11,32432.0,"22,807",05-03-2020
Wyoming ,579,,7.0, ,181,995.0,12,9306.0,"15,994",05-03-2020
Montana ,455,,16.0, ,35,437.0,15,15007.0,"14,406",05-03-2020
Alaska ,365,,9.0, ,95,494.0,12,21399.0,"28,976",05-03-2020
Guam ,148,2.0,5.0, ,12,,,605.0,,05-03-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,05-03-2020
United States Virgin Islands ,66,,4.0, ,11,,,872.0,,05-03-2020
Northern Mariana Islands ,14,,2.0, ,0,,,948.0,,05-03-2020
New York ,326823,2940.0,24874.0,226 ,248604,16659.0,"1,268",1007310.0,"51,345",05-04-2020
New Jersey ,129172,1734.0,7926.0,40 ,119975,14543.0,892,275900.0,"31,063",05-04-2020
Massachusetts ,68087,,4004.0, ,55965,9969.0,586,314646.0,"46,067",05-04-2020
Illinois ,61499,,2618.0, ,58275,4797.0,204,319313.0,"24,905",05-04-2020
California ,54993,134.0,2215.0,3 ,48721,1405.0,57,715751.0,"18,283",05-04-2020
Pennsylvania ,52817,769.0,2845.0,13 ,49056,4129.0,222,245590.0,"19,200",05-04-2020
Michigan ,43754,,4049.0, ,24046,4394.0,407,218588.0,"21,952",05-04-2020
Florida ,36897,819.0,1399.0,20 ,34812,1791.0,68,445995.0,"21,652",05-04-2020
Texas ,32332,339.0,889.0,1 ,15353,1159.0,32,407398.0,"14,610",05-04-2020
Louisiana ,29673,333.0,2012.0, ,10358,6363.0,431,180931.0,"38,796",05-04-2020
Connecticut ,29287,,2495.0, ,26727,8177.0,697,102493.0,"28,617",05-04-2020
Georgia ,29103,432.0,1204.0,25 ,27868,2826.0,117,183002.0,"17,772",05-04-2020
Maryland ,26408,946.0,1317.0,36 ,23574,4399.0,219,136995.0,"22,819",05-04-2020
Indiana ,20507,574.0,1264.0,18 ,19229,3090.0,190,113297.0,"17,069",05-04-2020
Ohio ,19916,,1040.0, ,18428,1711.0,89,149346.0,"12,828",05-04-2020
Virginia ,19492,821.0,684.0,24 ,16311,2317.0,81,122788.0,"14,594",05-04-2020
Colorado ,16635,,842.0, ,15234,3008.0,152,81352.0,"14,708",05-04-2020
Washington ,15776,,837.0, ,12906,2163.0,115,193981.0,"26,593",05-04-2020
Tennessee ,13177,,210.0, ,7153,1981.0,32,204607.0,"30,763",05-04-2020
North Carolina ,11972,229.0,442.0,10 ,9722,1179.0,44,146439.0,"14,419",05-04-2020
Iowa ,9703,534.0,188.0,4 ,6029,3098.0,60,57161.0,"18,248",05-04-2020
Rhode Island ,9652,175.0,341.0,21 ,8969,9135.0,323,74136.0,"70,164",05-04-2020
Veteran Affairs ,9329,,538.0, ,8791,,,107178.0,,05-04-2020
Arizona ,8919,279.0,362.0, ,8487,1284.0,52,85253.0,"12,272",05-04-2020
Missouri ,8434,,377.0, ,6139,1385.0,62,82152.0,"13,490",05-04-2020
Alabama ,7984,96.0,295.0,5 ,7669,1641.0,61,102374.0,"21,044",05-04-2020
Wisconsin ,7964,,339.0, ,3902,1378.0,59,85961.0,"14,876",05-04-2020
Mississippi ,7550,,303.0, ,3834,2526.0,101,77593.0,"25,962",05-04-2020
Minnesota ,7234,571.0,428.0,9 ,3791,1309.0,77,85941.0,"15,548",05-04-2020
US Military ,7145,,27.0, ,4793,,,,,05-04-2020
South Carolina ,6626,,275.0, ,1470,1337.0,55,64188.0,"12,952",05-04-2020
Nebraska ,5910,251.0,78.0, ,5810,3103.0,41,33819.0,"17,755",05-04-2020
Nevada ,5491,65.0,262.0, ,2324,1879.0,90,57274.0,"19,595",05-04-2020
Delaware ,5208,,177.0, ,3391,5485.0,186,23737.0,"25,000",05-04-2020
Kansas ,5193,297.0,147.0,4 ,4065,1785.0,51,33034.0,"11,357",05-04-2020
Utah ,5175,,50.0, ,2940,1699.0,16,122102.0,"40,095",05-04-2020
District Of Columbia ,5170,154.0,258.0,7 ,4246,7553.0,377,23795.0,"34,763",05-04-2020
Kentucky ,5130,,253.0, ,3755,1155.0,57,58408.0,"13,154",05-04-2020
Oklahoma ,4044,72.0,238.0, ,1124,1032.0,61,70368.0,"17,960",05-04-2020
New Mexico ,3850,,151.0, ,2939,1840.0,72,74944.0,"35,817",05-04-2020
Arkansas ,3431,,76.0, ,1356,1147.0,25,52890.0,"17,685",05-04-2020
Oregon ,2680,,109.0, ,1711,657.0,27,62054.0,"15,202",05-04-2020
